Resource,Tags
<a href='http://rafalab.dfci.harvard.edu/pages/harvardx.html' target='_blank'>Data analysis for the life sciences Harvard EdX course</a>,<span class='tag-link'><a href='../R/'>R</a></span> <span class='tag-link'><a href='../RNA-seq/'>RNA-seq</a></span> <span class='tag-link'><a href='../bioinformatics/'>bioinformatics</a></span> <span class='tag-link'><a href='../data-science/'>data-science</a></span> <span class='tag-link'><a href='../genomics/'>genomics</a></span> <span class='tag-link'><a href='../high-performance-computing/'>high-performance-computing</a></span> <span class='tag-link'><a href='../machine-learning/'>machine-learning</a></span> <span class='tag-link'><a href='../python/'>python</a></span> <span class='tag-link'><a href='../statistics/'>statistics</a></span>
<a href='https://jakevdp.github.io/PythonDataScienceHandbook/' target='_blank'>Python for data science handbook</a>,<span class='tag-link'><a href='../data-science/'>data-science</a></span> <span class='tag-link'><a href='../data-visualization/'>data-visualization</a></span> <span class='tag-link'><a href='../machine-learning/'>machine-learning</a></span> <span class='tag-link'><a href='../python/'>python</a></span>
